id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
9943890,Top-floor 2-Bedroom Penthouse,37517710,Hampton Court,,Clayfield,-27.42768,153.04543,Entire home/apt,178,2,31,2025-06-01,0.27,5,271,7,
9960256,Jacaranda House Garden Suite - 2 bed,51181578,Kelly,,Kenmore,-27.51167,152.95092,Entire home/apt,202,1,44,2025-06-08,0.40,2,77,5,
9999610,"""Sailors Rest"" Holiday House",51369897,Anita,,Manly - Lota,-27.47347,153.19283,Entire home/apt,243,21,15,2024-09-15,0.13,4,180,1,
10090617,Brisbane CBD 2BR modern apartment,3613317,Abbey,,Brisbane City,-27.47133,153.02666,Entire home/apt,224,1,231,2025-05-16,2.02,1,109,46,
10094306,Beaulieu Executive Family Home,14348626,Tracey,,Carindale,-27.521299060969163,153.11463218182325,Entire home/apt,394,10,25,2025-05-22,2.31,6,55,25,
10124000,"Private Urban Oasis: 3 min to RBWH, 3.5km to CBD",51952289,Clarissa,,Windsor,-27.42837,153.03042,Entire home/apt,158,2,27,2025-05-03,1.63,1,64,20,
10176515,Manly Peninsular Holiday House,51369897,Anita,,Manly - Lota,-27.47347,153.19075,Entire home/apt,252,3,5,2023-10-06,0.17,4,150,0,
10210698,Huge studio is available,52463800,Onkar,,Aspley,-27.3665993,153.0269225,Entire home/apt,99,1,73,2025-05-12,3.15,1,6,32,
10319607,John’s City Pad,49835961,John,,Fortitude Valley,-27.4565662,153.0317191,Entire home/apt,,2,21,2025-06-02,0.99,1,55,14,
10342156,"Lucy's - Private, Almost Hidden in the Green Space",5200189,Sue,,West End,-27.48304,153.00756,Entire home/apt,166,5,211,2025-05-28,1.86,1,140,13,
10392297,2 Bedroom 2 Bathroom apartment with View,51963189,Angela,,Newstead - Bowen Hills,-27.4478,153.0349,Entire home/apt,224,2,80,2025-05-06,0.97,12,240,1,
10395426,Riverside Cottage,53400874,Linda,,Karana Downs,-27.55412,152.8205,Entire home/apt,81,7,76,2025-06-03,0.68,1,5,9,
10412538,2 Bedroom River View Apartment,53621006,Shakira,,Brisbane City,-27.46952,153.01998,Entire home/apt,,1,124,2022-10-30,1.09,2,0,0,
10417292,Spacious modern double-story well situated home,53652632,Kirsty,,Camp Hill,-27.48507,153.08634,Private room,68,7,18,2025-05-09,0.16,1,322,1,
10420453,Studio Apartment,52437226,Robin,,Kedron - Gordon Park,-27.41238,153.02634,Entire home/apt,,1,251,2025-04-21,2.22,1,0,17,
10439868,Bardon 10 min Brisbane CBD. Private guest suite,5974651,Patti,,Bardon,-27.45026,152.98556,Entire home/apt,108,3,42,2025-05-05,0.38,1,149,2,
10498994,安静 干净 出行方便,39975197,Lily,,Rocklea - Acacia Ridge,-27.55513,153.01679,Private room,158,1,0,,,1,365,0,
10604439,"Penthouse studio, relax - your own rooftop balcony",9158379,Flasta,,South Brisbane,-27.483686447143555,153.02978515625,Entire home/apt,180,1,1072,2025-06-07,9.38,1,125,134,
10709924,Tropical Studio Apartment,32526618,Peter,,Fortitude Valley,-27.46079,153.03171,Entire home/apt,314,2,243,2025-05-04,2.15,1,88,2,
11003332,Clean and Fresh Studio room,22433060,Christie,,Paddington - Milton,-27.47002,153.00474,Entire home/apt,135,3,292,2025-05-09,3.29,2,11,30,
11089261,Curlew Corner Cowan Cowan,30558520,Paula,,Moreton Island,-27.12795,153.36588,Entire home/apt,247,2,4,2025-03-06,0.04,30,231,1,
11150059,Spacious Studio Apartments Brisbane,3202696,Peter,,Spring Hill,-27.46358,153.02929,Entire home/apt,154,4,37,2024-12-26,0.33,14,132,6,
11207986,Luxury Waterfront 3BR Apartment,47011567,Margo,,Kangaroo Point,-27.46718,153.0365,Entire home/apt,363,2,352,2025-05-28,3.14,1,120,64,
11262892,Room for rent in a shared house,56210956,Ahmed Mohamed Ahmed,,Alderley,-27.42484,152.99734,Private room,68,1,5,2024-10-27,0.36,1,253,4,
11282749,Cockatoo's Rest Bed & Breakfast,16759451,Meryl,,Enoggera Reservoir,-27.44867,152.92868,Entire home/apt,,2,127,2025-04-12,1.13,1,0,23,
11343166,"Nundah pool-side holiday, two single beds",22100019,Brenda,,Nundah,-27.40775,153.0574,Private room,,2,375,2025-03-05,3.34,1,0,13,
11397376,Spacious Studio Apartments,3202696,Peter,,Spring Hill,-27.46194,153.0293,Entire home/apt,137,3,50,2025-01-05,0.45,14,130,5,
11408052,Modern Studio Apt | Central location | Fast Wi-Fi,2887711,David,,Newstead - Bowen Hills,-27.45186,153.03242,Entire home/apt,,4,17,2025-02-21,0.35,1,0,10,
11442338,The Hidden Flower: A Spacious Poolside Abode,519005019,Rudi And Ish,,Auchenflower,-27.4769,152.99632,Entire home/apt,183,3,98,2025-05-06,0.88,35,346,7,
11601274,"Self contained . Bedroom, lounge &kitchenette",58419132,Aaneta,,Wishart,-27.54872,153.1064,Entire home/apt,95,7,0,,,1,178,0,
11605664,Unwind and relax,61349202,Jason,,Bald Hills,-27.30665,153.0155,Private room,293,1,1,2016-04-19,0.01,1,365,0,
11608122,Ground floor studio with access to patio.,27727175,Storm,,Moorooka,-27.52883529663086,153.02272033691406,Private room,100,4,68,2025-05-10,0.61,2,159,11,
11639606,Milton Mews Red Studio. Auchenflower. Pets,4206298,Jennifer,,Auchenflower,-27.47222,152.98909,Entire home/apt,125,28,9,2024-02-21,0.08,22,313,0,
11656885,南北通透交通便利独栋,50353108,Rosy,,Macgregor (Qld),-27.55306,153.06938,Private room,94,1,21,2024-10-06,0.64,2,343,2,
11741632,Bardon Luxury Garden Apartment,62449319,Elizabeth,,Bardon,-27.45992,152.98837,Entire home/apt,223,2,225,2025-05-29,2.02,1,247,28,
11989216,"Spacious Hideaway Retreat, Pool , Spa,  Acreage",46505576,Brookfield Retreat,,Brookfield - Kenmore Hills,-27.51128,152.92249,Entire home/apt,960,3,192,2025-05-05,1.72,5,158,15,
11993112,One Bedroom Apartment at Pegasus Hamilton,64123007,Pegasus Motor Inn,,Ascot,-27.43339,153.07085,Entire home/apt,256,1,46,2025-05-18,0.77,2,364,9,
12086853,Master bedroom 5kmCBD (AIRPORT),37444252,Renee And Kylie,,Wooloowin - Lutwyche,-27.4167,153.04759,Private room,150,7,0,,,1,328,0,
12092900,Room with a beautiful view,64824141,Zara,,Highgate Hill,-27.48884,153.0108,Private room,,7,193,2025-05-21,1.73,1,0,12,
12121033,EbbFlow Bayside Retreat close to port Bay and CBD,62328794,Julieann,,Wynnum,-27.4334,153.16259,Entire home/apt,240,3,42,2025-05-15,1.13,1,187,3,
12157469,Island Retreat,65288413,Page,,Moreton Island,-27.35446,153.41939,Entire home/apt,367,3,44,2025-04-17,0.40,1,103,4,
12196161,City Rainforest Retreat,8296009,Eileen,,Highgate Hill,-27.48966,153.01659,Entire home/apt,107,200,23,2018-02-13,0.21,1,313,0,
12235438,Moreton Island Studio On the Esplanade Kooringal,5314474,Di  (Property Manager),,Moreton Island,-27.34684,153.42062,Entire home/apt,200,2,56,2024-12-13,0.55,1,299,3,
12252426,"""The Birdcage"" Cowan Cowan",30558520,Paula,,Moreton Island,-27.12733,153.3661,Entire home/apt,489,5,2,2023-03-26,0.03,30,51,0,
12291669,Modern Eco Tiny House,21988677,Sarah,,Yeronga,-27.51423,153.02389,Entire home/apt,103,4,125,2025-06-03,1.13,1,319,21,
12396395,Spacious and conveniently located granny flat,24532283,Trent,,Sunnybank Hills,-27.58465,153.05333,Entire home/apt,137,4,156,2025-05-11,1.40,2,91,8,
12411093,1 Bedroom Suite - Lift access,67032853,Zhao,,Hamilton (Qld),-27.43573,153.07171,Entire home/apt,264,1,8,2019-07-06,0.08,3,0,0,
12436472,Annexe Apartments 2 Bedroom Apartment with balcony,67281483,Shouyi,,Newstead - Bowen Hills,-27.446821,153.030182,Entire home/apt,204,1,504,2025-05-25,5.28,6,160,87,
12496864,Self-contained Apartment with Wonderful River View,50845468,Fiona,,Auchenflower,-27.47955,152.99823,Private room,290,3,3,2018-11-20,0.03,19,85,0,
12496950,Spacious 2 BR Apt with Amazing Views,50845468,Fiona,,Toowong,-27.47935,152.99607,Entire home/apt,238,4,9,2024-08-02,0.09,19,79,1,
12545655,Home away home Studio Apartment at great location,3202696,Peter,,Spring Hill,-27.46324,153.0289,Entire home/apt,160,3,58,2024-09-07,0.58,14,130,2,
12686051,Beautiful room/s in a gorgeous Queenslander!,10050172,Annie,,Red Hill (Qld),-27.45264,152.99594,Private room,90,3,134,2025-05-30,1.25,1,111,29,
12742193,Hawthorne Hill Getaway,69305054,Sam,,Hawthorne,-27.46787,153.06254,Entire home/apt,200,4,104,2025-05-26,2.14,1,206,27,
12783747,Quiet Retreat,25720924,Kate,,Kedron - Gordon Park,-27.40926,153.03052,Private room,66,5,13,2025-05-09,0.12,1,54,4,
12785380,Comfy Cottage Auchenflower,9411528,Ian,,Auchenflower,-27.47577,152.99927,Entire home/apt,340,2,2,2016-07-26,0.02,2,363,0,
12798649,studio close to city and airport,69725156,Ya Wen (Lily),,Wavell Heights,-27.39853,153.04031,Private room,60,2,310,2025-06-04,2.82,1,286,47,
12799584,Hawthorne on The Park,5216014,Michael,,Hawthorne,-27.46409,153.06197,Entire home/apt,208,1,310,2025-06-06,2.86,5,361,28,
12860658,Comfortable private apartment South Brisbane,70298638,Marilyn,,Kangaroo Point,-27.48212,153.0392,Entire home/apt,153,2,218,2025-05-19,1.98,1,43,15,
13064069,Penthouse Cabin in resort-style Holiday Park,56413524,Brisbane Holiday Village,,Eight Mile Plains,-27.5693,153.09377,Entire home/apt,390,4,11,2023-05-29,0.10,2,271,0,
13130310,Living the Dream,29618609,Peter,,Kangaroo Point,-27.47009,153.03796,Private room,,2,195,2025-03-30,1.78,4,0,7,
13145145,"2BD Unit in Milton near CBD, businesses, hospitals",71667105,Jan,,Paddington - Milton,-27.47465,153.00339,Entire home/apt,136,2,362,2025-06-09,3.35,1,250,43,
13163367,Keeping Cool on Connor,73511490,David James,,Fortitude Valley,-27.4557,153.03725,Entire home/apt,222,1,45,2025-02-09,0.43,7,354,5,
13163381,Round About Bulimba,73511490,David James,,Bulimba,-27.45298,153.06107,Entire home/apt,277,1,35,2025-05-05,0.32,7,345,3,
13163383,Oxford Steps,73511490,David James,,Bulimba,-27.45143,153.05546,Entire home/apt,233,1,34,2024-10-19,0.32,7,349,3,
13268334,3 Bd Relaxing Retro Apartment on the River,74743976,Lyn,,West End,-27.48949,153.00578,Entire home/apt,495,30,64,2022-11-28,0.59,1,125,0,
13317559,Kilbirnie,75293787,Ian,,Wavell Heights,-27.39389,153.05576,Entire home/apt,85,1,668,2025-05-21,6.54,2,317,116,
13348043,Central Cottage - Beautiful home Toowong Brisbane,34883700,Caroline,,Toowong,-27.48926,152.98919,Entire home/apt,248,3,136,2025-05-31,1.26,1,234,9,
13353266,The Moreton Mansion - Tangalooma- Moreton Island,75712331,Kirsten,,Moreton Island,-27.17983,153.37675,Entire home/apt,779,2,102,2025-05-25,0.96,1,193,17,
13363566,1 bedroom Queenslander free parking near the city,74983772,Sophia,,Kangaroo Point,-27.47586,153.0402,Private room,141,1,28,2024-11-22,0.26,6,365,4,
13455112,Milton Mews Blue Studio. Auchenflower. Pets,4206298,Jennifer,,Auchenflower,-27.47322,152.98918,Entire home/apt,125,28,18,2025-04-24,0.25,22,322,6,
13714994,Self contained unit close to transport and shops,80119079,David,,Kedron - Gordon Park,-27.4133,153.0332,Entire home/apt,135,2,136,2025-05-30,1.25,1,52,10,
13779324,MORDEN HOUSE WITH A HEATED SWIMMING POOL,78568846,Shaz,,Moorooka,-27.54022,153.01484,Entire home/apt,334,70,119,2024-11-27,1.11,2,280,10,
13823504,Bespoke Beauty Blissful Bardon character and charm,18174526,Dominique,,Bardon,-27.46546,152.98451,Entire home/apt,,7,14,2025-04-23,0.14,7,2,7,
13849413,Peaceful inner-city apartment,9896884,Anna,,Paddington - Milton,-27.46464,153.00128,Entire home/apt,,1,31,2025-05-09,1.31,1,0,17,
13902813,Keona Grove Home,82422084,Claire,,McDowall,-27.39078,152.98637,Entire home/apt,332,3,133,2025-05-30,1.24,3,281,21,
13916278,"Your own garden cottage, handy to everything",11053273,Gabrielle And David,,Mitchelton,-27.41789,152.97425,Entire home/apt,89,3,122,2025-05-31,1.14,1,169,41,
13961464,City Stay-Executive 1.5 Bedroom,83183834,John,,Newstead - Bowen Hills,-27.4517008,153.0354542,Entire home/apt,157,21,0,,,1,251,0,
13980730,Malabar,83400613,Carolyn,,Wynnum West - Hemmant,-27.44614,153.15543,Entire home/apt,90,2,177,2025-06-01,1.69,1,283,20,
14030944,The Terrace 4 Bedroom upstairs apartment,48848739,Helen,,Wynnum,-27.4367,153.16186,Entire home/apt,230,4,128,2025-05-05,1.19,3,288,22,
14100373,Tropical Oasis in Kangaroo Point,29618609,Peter,,Kangaroo Point,-27.47008,153.03853,Entire home/apt,138,30,479,2025-05-29,4.54,4,244,7,
14125893,1BD Entire Garden view Self-contained Apartment,50845468,Fiona,,Auchenflower,-27.47888,152.99648,Entire home/apt,194,5,32,2024-08-07,0.30,19,153,2,
14126999,2BD Entire Garden view Self-contained Apartment,50845468,Fiona,,Auchenflower,-27.48046,152.99803,Entire home/apt,258,5,14,2023-07-20,0.14,19,342,0,
14170274,2 BR Apt with Amazing Views,50845468,Fiona,,Toowong,-27.48047,152.99626,Entire home/apt,241,5,28,2024-04-13,0.26,19,200,0,
14267606,Edward Lodge - Charming Double Room with Style,84367375,Phillip,,New Farm,-27.46949,153.04739,Private room,224,1,41,2025-03-15,0.38,5,328,2,
14477819,Master bedroom with Ensuite (in shared 2br unit),9885274,Stefano,,Brisbane City,-27.47156,153.02695,Private room,100,3,147,2025-06-04,1.39,2,39,67,
14479632,Quality and comfort near Lone Pine Koala Sanctuary,88049718,Barry & Lynn,,Fig Tree Pocket,-27.529114,152.96701,Entire home/apt,270,2,107,2024-09-09,1.08,3,119,1,
14505781,Classic Queenslander in Manly.,71378257,Libby,,Manly - Lota,-27.45518,153.18134,Entire home/apt,,5,6,2024-12-26,0.06,1,0,1,
14507243,Lovely one bedroom flat in Bayside Manly West,6827327,Claudia,,Manly West,-27.47389,153.16413,Entire home/apt,85,4,153,2025-06-04,1.43,1,133,26,
14636991,"Lone Pine Lodge - great for family, groups",5989897,Kate,,Ashgrove,-27.43213,152.98954,Entire home/apt,199,2,128,2025-05-17,1.21,3,298,19,
14674411,Private Greenslopes house 2Bdr for you to enjoy!,85980641,Carolyn,,Holland Park,-27.51304,153.05471,Entire home/apt,200,2,27,2025-04-18,1.54,1,66,18,
14780649,Gorgeous & Convenient Apartment,44158957,Angela,,East Brisbane,-27.4799,153.04146,Private room,93,1,90,2025-05-29,0.94,2,73,35,
14795531,南北通透交通便利独栋,50353108,Rosy,,Salisbury - Nathan,-27.55269,153.0676,Private room,94,1,11,2024-05-18,0.31,2,351,0,
14850843,Quiet home 30 minutes drive from gold coast,24969474,Yohana,,Sunnybank Hills,-27.59525,153.06292,Private room,76,1,25,2020-03-09,0.27,3,251,0,
14873823,Private Cottage - self contained! Very private.,38029254,Mark,,Rocklea - Acacia Ridge,-27.55743,153.01838,Entire home/apt,89,5,101,2025-05-10,0.95,6,354,8,
14901302,"Relaxing, comfortable and safe!",12254267,Jise,,The Gap,-27.42867,152.93864,Private room,77,3,13,2025-05-04,0.18,1,365,5,
14935092,Riverside Self-contained Apartment,50845468,Fiona,,Auchenflower,-27.47973,152.9984,Entire home/apt,236,4,16,2024-07-21,0.15,19,342,1,
14939552,Lambert House - Lower Level,4206298,Jennifer,,Kangaroo Point,-27.47583,153.03824,Entire home/apt,350,28,6,2024-09-20,0.07,22,353,1,
14987546,SOUTH BANK - IN THE HEART OF SOUTH BRISBANE,94468198,Helen King,,South Brisbane,-27.48054,153.02279,Entire home/apt,218,1,751,2025-05-24,7.08,5,168,102,
15009089,Spare bedroom & bathroom in relaxing neighbourhood,67279529,Julian,,Grange,-27.42158,153.02154,Private room,,2,43,2022-03-06,0.45,1,49,0,
15075090,Peaceful Retreat,61481611,Jennifer,,Upper Mount Gravatt,-27.55092,153.08899,Private room,,7,33,2025-03-31,0.31,3,0,1,
15075550,Peaceful Haven,61481611,Jennifer,,Upper Mount Gravatt,-27.55174,153.08916,Private room,,2,20,2025-01-05,0.19,3,0,1,
15114617,"5 Min walk to GPH! Private, ground floor Apartment",3418278,Julia,,Greenslopes,-27.510089874267578,153.0469207763672,Entire home/apt,149,2,222,2025-05-16,2.13,1,83,34,
15185569,Keona Grove Home 2,82422084,Claire,,McDowall,-27.39049,152.98587,Entire home/apt,269,3,161,2025-05-05,1.55,3,284,11,
15209419,Spacious 1 bed  flat near Uni with courtyard,94260933,Fiona,,St Lucia,-27.50351,153.00403,Entire home/apt,72,2,129,2025-05-23,1.22,1,142,27,
15221022,"Queen Room 3 in Kelvin Grove, Close to City",61842905,David,,Kelvin Grove - Herston,-27.4508,153.00913,Private room,80,1,266,2025-04-05,2.53,3,230,16,
15257931,Great Auchenflower Studio,47819171,Scott,,Auchenflower,-27.46925,152.99336,Entire home/apt,,4,120,2025-05-17,1.15,1,95,9,
15277102,Massive  Apartment Atop Bowen Hills cls CBD Valley,18703326,Alan,,Newstead - Bowen Hills,-27.44526,153.03994,Entire home/apt,402,2,37,2023-12-11,0.36,4,17,0,
15291511,Queenslander in the Green!,32526311,Josephine,,Sherwood,-27.53522,152.97725,Entire home/apt,97,4,169,2025-04-11,1.65,2,112,22,
15317033,"Lovely unit, close to train, airport and shopping",94092712,Adam,,Nundah,-27.40319,153.06615,Entire home/apt,168,3,63,2025-05-29,0.97,1,72,31,
15329930,1BR city apartment close to everything,97711994,Lisa,,Brisbane City,-27.46628,153.01575,Entire home/apt,130,1,817,2025-06-08,7.74,1,174,86,
15331018,Easy Simple Central Location Queenslander Room 1,74983772,Sophia,,Kangaroo Point,-27.47721,153.03838,Private room,222,1,30,2025-03-01,0.79,6,270,1,
15345082,Golf Course and inner city living.,35746239,Michelle,,The Gap,-27.44321,152.95673,Private room,209,7,0,,,1,178,0,
15358935,Studio apartment in the heart of Graceville,1235417,Leanne,,Chelmer - Graceville,-27.52257,152.9847,Entire home/apt,65,4,143,2025-06-04,1.38,1,223,19,
15424194,"Large modern room, Queen bed, 5k's to CBD",14568078,Mark And Gayle,,Cannon Hill,-27.46475,153.08373,Private room,106,1,434,2025-05-12,4.17,1,202,71,
15435538,Cozy cobalt room in central west end,25774157,Ruby,,West End,-27.48203,153.0083,Private room,59,4,71,2025-03-30,0.68,3,129,3,
15514165,Modern Elegant Cottage 4Br near PA Hospital,4458068,Jemma,,Annerley,-27.51539,153.02768,Entire home/apt,237,1,612,2025-06-08,5.91,2,258,72,
15535836,"Peaceful Quiet, 2 Bedroom Guest House",99937486,Dawn,,Darra - Sumner,-27.56301,152.92906,Entire home/apt,148,4,120,2025-06-03,1.14,1,236,26,
15554700,Perfectly Central 2 Bedroom Apartment & Office,72422081,David,,Fortitude Valley,-27.45468,153.03193,Entire home/apt,144,1,304,2025-05-20,3.00,1,232,82,
15557139,Lovely room for rent in a shared house,78546298,Ammar,,Enoggera,-27.41653,152.99636,Private room,148,1,1,2024-10-06,0.12,1,90,1,
15617488,"Spacious, modern and quiet St Lucia townhouse",15497035,Melissa,,St Lucia,-27.49569,152.99666,Entire home/apt,146,7,50,2025-05-17,0.48,1,87,10,
15634867,Charming studio with modern conveniences,100826481,Christine,,Wilston,-27.43093,153.02291,Entire home/apt,115,7,309,2025-04-30,2.98,1,309,25,
15688517,Best Views in Brisbane - why stay in the city?!?!,1331504,Sharyn,,Wynnum,-27.43837,153.17452,Private room,134,1,158,2025-04-11,1.61,1,270,5,
15735910,Architecturally designed house,101482451,Melanie,,Clayfield,-27.40974,153.05194,Entire home/apt,,5,45,2024-12-31,0.44,1,0,1,
15750926,"Charming Heritage  Queenslander DULILI
Experience the full experience of living in a beautifully restored Queenslander.",24878855,Nins,,Wavell Heights,-27.39717,153.0563,Private room,131,1,5,2025-05-03,0.06,1,184,3,
15763986,Modern Riverside Apartment,101930591,Tania,,Hamilton (Qld),-27.44006,153.06729,Entire home/apt,295,7,35,2025-04-12,0.34,1,141,2,
15838654,Cosy room with walkable distance to Garden city!,102577451,Shelia,,Macgregor (Qld),-27.56968,153.07686,Private room,47,5,34,2025-05-16,0.34,5,7,5,
15846606,Peaceful Dreams,61481611,Jennifer,,Upper Mount Gravatt,-27.55064,153.08785,Private room,441,2,15,2024-05-28,0.14,3,159,0,
15860236,Waterfront CBD Prestige Apartment 2 bedroom,72381646,Mez,,Fortitude Valley,-27.46173,153.03282,Entire home/apt,298,2,161,2025-05-29,1.55,1,259,24,
15877701,Bright Queenslander with pool & modern extension,37737918,Michael,,Mitchelton,-27.40567,152.9741,Entire home/apt,,5,21,2025-01-03,0.20,1,0,1,
15990056,One Bedroom Self-contained Apartments,50845468,Fiona,,Toowong,-27.48099,152.99693,Entire home/apt,969,10,4,2023-11-07,0.08,19,85,0,
16020269,Lovely Summit Apartment - City & River Views,79599361,Ken,,Spring Hill,-27.46195,153.02206,Entire home/apt,160,10,89,2025-05-17,0.87,1,204,11,
16032325,"Comfy , Quiet and convenient. Gregg's on Birdwood.",82219625,Gregg,,Holland Park West,-27.52205,153.05525,Entire home/apt,101,1,372,2025-06-06,5.56,1,62,70,
16032624,Home amongst the gum trees in Pullenvale,104307097,Annette,,Pinjarra Hills - Pullenvale,-27.53038,152.89938,Entire home/apt,144,1,300,2025-05-31,2.89,1,137,24,
16070608,"Best bedding, private bathroom with Bath Shower",104693712,Mark And Michelle,,Cannon Hill,-27.464485,153.090134,Private room,86,1,263,2025-06-04,2.56,1,140,53,
16071428,Quiet Inner City Brisbane Getaway,3744656,Leonie,,Red Hill (Qld),-27.45474,153.00821,Entire home/apt,124,2,101,2025-01-15,0.98,1,59,6,
